id,image_name,sample_group,pixel_north_east_x,pixel_north_east_y,pixel_south_west_x,pixel_south_west_y
554,3_20161010_0236,positive,8729,8685,8659,8762
555,3_20161010_0236,positive,9532,8801,9462,8878
556,3_20161010_0236,positive,9462,8807,9392,8884
557,3_20161010_0236,positive,9324,8669,9254,8746
558,3_20161010_0236,positive,9273,8767,9203,8844
559,3_20161010_0236,positive,9205,8649,9135,8726
560,3_20161010_0236,positive,8933,8586,8863,8663
561,3_20161010_0236,positive,8107,9109,8037,9186
562,3_20161010_0236,positive,8029,9322,7959,9399
563,3_20161010_0236,positive,7783,9393,7713,9470
564,3_20161010_0236,positive,8386,9433,8316,9510
565,3_20161010_0236,positive,7739,9050,7669,9127
566,3_20161010_0236,positive,7521,9071,7451,9148
567,3_20161010_0236,positive,8213,8963,8143,9040
568,3_20161010_0236,positive,8005,9122,7935,9199
569,3_20161010_0236,positive,7284,9033,7214,9110
570,3_20161010_0236,positive,7158,8919,7088,8996
571,3_20161010_0236,positive,7329,9274,7259,9351
572,3_20161010_0236,positive,6689,8947,6619,9024
573,3_20161010_0236,positive,6638,8997,6568,9074
574,3_20161010_0236,positive,6530,9225,6460,9302
575,3_20161010_0236,positive,6715,8880,6645,8957
576,3_20161010_0236,positive,6789,9219,6719,9296
577,3_20161010_0236,positive,6633,8737,6563,8814
578,3_20161010_0236,positive,6690,8732,6620,8809
579,3_20161010_0236,positive,6790,8625,6720,8702
580,3_20161010_0236,positive,6818,8561,6748,8638
581,3_20161010_0236,positive,6888,8608,6818,8685
582,3_20161010_0236,positive,7175,8585,7105,8662
583,3_20161010_0236,positive,6604,8524,6534,8601
584,3_20161010_0236,positive,6448,8179,6378,8256
585,3_20161010_0236,positive,6487,8047,6417,8124
586,3_20161010_0236,positive,6768,7944,6698,8021
587,3_20161010_0236,positive,6716,8267,6646,8344
588,3_20161010_0236,positive,6826,8173,6756,8250
589,3_20161010_0236,positive,6585,7850,6515,7927
590,3_20161010_0236,positive,6113,7884,6043,7961
591,3_20161010_0236,positive,5893,8205,5823,8282
592,3_20161010_0236,positive,5910,8304,5840,8381
593,3_20161010_0236,positive,5862,8293,5792,8370
594,3_20161010_0236,positive,5921,8050,5851,8127
595,3_20161010_0236,positive,5761,7845,5691,7922
596,3_20161010_0236,positive,5657,7910,5587,7987
597,3_20161010_0236,positive,5421,7894,5351,7971
598,3_20161010_0236,positive,5739,7650,5669,7727
599,3_20161010_0236,positive,5390,7727,5320,7804
600,3_20161010_0236,positive,5292,7564,5222,7641
601,3_20161010_0236,positive,5234,7625,5164,7702
602,3_20161010_0236,positive,4930,7869,4860,7946
603,3_20161010_0236,positive,5134,7934,5064,8011
604,3_20161010_0236,positive,5065,7541,4995,7618
605,3_20161010_0236,positive,5009,7520,4939,7597
606,3_20161010_0236,positive,5453,8028,5383,8105
607,3_20161010_0236,positive,5321,7873,5251,7950
608,3_20161010_0236,positive,5086,8180,5016,8257
609,3_20161010_0236,positive,4824,7826,4754,7903
610,3_20161010_0236,positive,5341,8497,5271,8574
611,3_20161010_0236,positive,5400,8458,5330,8535
612,3_20161010_0236,positive,5677,8472,5607,8549
613,3_20161010_0236,positive,5454,8775,5384,8852
614,3_20161010_0236,positive,5052,8609,4982,8686
615,3_20161010_0236,positive,4548,8481,4478,8558
616,3_20161010_0236,positive,4987,9042,4917,9119
617,3_20161010_0236,positive,4861,8960,4791,9037
618,3_20161010_0236,positive,4828,8856,4758,8933
619,3_20161010_0236,positive,4866,8867,4796,8944
620,3_20161010_0236,positive,4908,8895,4838,8972
621,3_20161010_0236,positive,4568,8964,4498,9041
622,3_20161010_0236,positive,5160,9106,5090,9183
623,3_20161010_0236,positive,5264,9029,5194,9106
624,3_20161010_0236,positive,5279,9130,5209,9207
625,3_20161010_0236,positive,5358,9152,5288,9229
626,3_20161010_0236,positive,5178,9365,5108,9442
627,3_20161010_0236,positive,4803,9408,4733,9485
628,3_20161010_0236,positive,4677,9543,4607,9620
629,3_20161010_0236,positive,4884,9465,4814,9542
630,3_20161010_0236,positive,5241,9459,5171,9536
631,3_20161010_0236,positive,5433,9431,5363,9508
632,3_20161010_0236,positive,5546,9425,5476,9502
633,3_20161010_0236,positive,5488,9888,5418,9965
634,3_20161010_0236,positive,5704,9927,5634,10004
635,3_20161010_0236,positive,5824,9875,5754,9952
636,3_20161010_0236,positive,5907,10061,5837,10138
637,3_20161010_0236,positive,5798,10080,5728,10157
638,3_20161010_0236,positive,5836,10115,5766,10192
639,3_20161010_0236,positive,5606,10220,5536,10297
640,3_20161010_0236,positive,5563,10012,5493,10089
641,3_20161010_0236,positive,5512,10022,5442,10099
642,3_20161010_0236,positive,5377,10014,5307,10091
643,3_20161010_0236,positive,5843,10244,5773,10321
644,3_20161010_0236,positive,5807,10291,5737,10368
645,3_20161010_0236,positive,5720,10181,5650,10258
646,3_20161010_0236,positive,6096,10216,6026,10293
647,3_20161010_0236,positive,5748,10484,5678,10561
648,3_20161010_0236,positive,5772,10663,5702,10740
649,3_20161010_0236,positive,5992,10624,5922,10701
650,3_20161010_0236,positive,5577,10837,5507,10914
651,3_20161010_0236,positive,5586,10950,5516,11027
652,3_20161010_0236,positive,5488,11086,5418,11163
653,3_20161010_0236,positive,5579,11066,5509,11143
654,3_20161010_0236,positive,5349,11263,5279,11340
655,3_20161010_0236,positive,5156,11284,5086,11361
656,3_20161010_0236,positive,4935,11012,4865,11089
657,3_20161010_0236,positive,5962,11131,5892,11208
658,3_20161010_0236,positive,5904,10965,5834,11042
659,3_20161010_0236,positive,6043,11349,5973,11426
660,3_20161010_0236,positive,5943,11372,5873,11449
661,3_20161010_0236,positive,5735,11374,5665,11451
662,3_20161010_0236,positive,5713,11304,5643,11381
663,3_20161010_0236,positive,4987,11628,4917,11705
664,3_20161010_0236,positive,4356,11230,4286,11307
665,3_20161010_0236,positive,4246,11242,4176,11319
666,3_20161010_0236,positive,4130,11139,4060,11216
667,3_20161010_0236,positive,4067,11389,3997,11466
668,3_20161010_0236,positive,3920,11585,3850,11662
669,3_20161010_0236,positive,4046,11575,3976,11652
670,3_20161010_0236,positive,4494,11782,4424,11859
671,3_20161010_0236,positive,3337,11396,3267,11473
672,3_20161010_0236,positive,3543,11102,3473,11179
673,3_20161010_0236,positive,3563,11191,3493,11268
674,3_20161010_0236,positive,3333,10995,3263,11072
675,3_20161010_0236,positive,3931,10652,3861,10729
676,3_20161010_0236,positive,2961,10709,2891,10786
677,3_20161010_0236,positive,3891,10361,3821,10438
678,3_20161010_0236,positive,3956,10386,3886,10463
679,3_20161010_0236,positive,4017,10232,3947,10309
680,3_20161010_0236,positive,3954,10244,3884,10321
681,3_20161010_0236,positive,4237,10440,4167,10517
682,3_20161010_0236,positive,4467,10421,4397,10498
683,3_20161010_0236,positive,4555,10629,4485,10706
684,3_20161010_0236,positive,4157,10292,4087,10369
685,3_20161010_0236,positive,3855,10286,3785,10363
686,3_20161010_0236,positive,3800,10369,3730,10446
687,3_20161010_0236,positive,3818,10422,3748,10499
688,3_20161010_0236,positive,4125,10084,4055,10161
689,3_20161010_0236,positive,4160,10127,4090,10204
690,3_20161010_0236,positive,3672,10708,3602,10784
691,3_20161010_0236,positive,3613,10790,3543,10866
692,3_20161010_0236,positive,3689,10590,3619,10666
693,3_20161010_0236,positive,3446,10570,3376,10646
694,3_20161010_0236,positive,3118,10656,3048,10732
695,3_20161010_0236,positive,2968,10799,2898,10875
696,3_20161010_0236,positive,3360,10236,3290,10312
697,3_20161010_0236,positive,3717,10291,3647,10367
698,3_20161010_0236,positive,3636,9888,3566,9964
699,3_20161010_0236,positive,3569,9802,3499,9878
700,3_20161010_0236,positive,3632,9732,3562,9808
701,3_20161010_0236,positive,3646,9976,3576,10052
702,3_20161010_0236,positive,3651,9593,3581,9669
703,3_20161010_0236,positive,4183,9103,4113,9180
704,3_20161010_0236,positive,4501,8985,4431,9062
705,3_20161010_0236,positive,6402,9152,6332,9229
706,3_20161010_0236,positive,6074,8793,6004,8870
707,3_20161010_0236,positive,6158,8800,6088,8877
708,3_20161010_0236,positive,5700,8918,5630,8995
709,3_20161010_0236,positive,6386,9416,6316,9493
710,3_20161010_0236,positive,6095,9340,6025,9417
711,3_20161010_0236,positive,6378,9635,6308,9712
712,3_20161010_0236,positive,6430,9562,6360,9639
713,3_20161010_0236,positive,6380,9261,6310,9338
714,3_20161010_0236,positive,6164,9802,6094,9879
715,3_20161010_0236,positive,6083,9856,6013,9933
716,3_20161010_0236,positive,6048,9825,5978,9902
717,3_20161010_0236,positive,6232,10024,6162,10101
718,3_20161010_0236,positive,6230,10110,6160,10187
719,3_20161010_0236,positive,6341,10200,6271,10277
720,3_20161010_0236,positive,6017,10028,5947,10105
721,3_20161010_0236,positive,6004,9943,5934,10020
722,3_20161010_0236,positive,6068,9980,5998,10057
723,3_20161010_0236,positive,6219,10483,6149,10560
724,3_20161010_0236,positive,6424,10650,6354,10727
725,3_20161010_0236,positive,6416,10791,6346,10868
726,3_20161010_0236,positive,6092,10810,6022,10887
727,3_20161010_0236,positive,6136,10866,6066,10943
728,3_20161010_0236,positive,6225,10851,6155,10928
729,3_20161010_0236,positive,6225,10851,6155,10928
730,3_20161010_0236,positive,6216,11010,6146,11087
731,3_20161010_0236,positive,6575,10807,6505,10884
732,3_20161010_0236,positive,7035,10586,6965,10663
733,3_20161010_0236,positive,6880,10617,6810,10694
734,3_20161010_0236,positive,6834,10598,6764,10675
735,3_20161010_0236,positive,6711,10593,6641,10670
736,3_20161010_0236,positive,6730,10518,6660,10595
737,3_20161010_0236,positive,6729,10452,6659,10529
738,3_20161010_0236,positive,7117,10696,7047,10773
739,3_20161010_0236,positive,7073,10847,7003,10924
740,3_20161010_0236,positive,7453,10799,7383,10876
741,3_20161010_0236,positive,7030,10117,6960,10194
742,3_20161010_0236,positive,7445,10094,7375,10171
743,3_20161010_0236,positive,7533,10096,7463,10173
744,3_20161010_0236,positive,7719,10047,7649,10124
745,3_20161010_0236,positive,7550,10026,7480,10103
746,3_20161010_0236,positive,7573,10219,7503,10296
747,3_20161010_0236,positive,7373,10451,7303,10528
748,3_20161010_0236,positive,7493,10480,7423,10557
749,3_20161010_0236,positive,8031,10557,7961,10634
750,3_20161010_0236,positive,8176,10381,8106,10458
751,3_20161010_0236,positive,7745,9782,7675,9859
752,3_20161010_0236,positive,11376,4128,11306,4207
753,3_20161010_0236,positive,11197,4067,11127,4146
754,3_20161010_0236,positive,11769,4244,11699,4323
755,3_20161010_0236,positive,11736,4085,11666,4164
756,3_20161010_0236,positive,11389,3883,11319,3962
757,3_20161010_0236,positive,11949,4005,11879,4084
758,3_20161010_0236,positive,11994,3785,11924,3864
759,3_20161010_0236,positive,11943,4325,11873,4404
760,3_20161010_0236,positive,12672,4116,12602,4195
761,3_20161010_0236,positive,12179,3528,12109,3607
762,3_20161010_0236,positive,12056,3409,11986,3488
763,3_20161010_0236,positive,12962,3533,12892,3612
764,3_20161010_0236,positive,12994,3659,12924,3738
765,3_20161010_0236,positive,13221,3717,13151,3796
766,3_20161010_0236,positive,13133,3215,13063,3294
767,3_20161010_0236,positive,12454,3171,12384,3250
768,3_20161010_0236,positive,12632,3054,12562,3133
769,3_20161010_0236,positive,12508,2983,12438,3062
770,3_20161010_0236,positive,12548,3017,12478,3096
771,3_20161010_0236,positive,12294,3094,12224,3173
772,3_20161010_0236,positive,12914,2901,12844,2980
773,3_20161010_0236,positive,12686,2842,12616,2921
774,3_20161010_0236,positive,12783,2752,12713,2831
775,3_20161010_0236,positive,12427,2711,12357,2790
776,3_20161010_0236,positive,12497,2831,12427,2910
777,3_20161010_0236,positive,12414,2787,12344,2866
778,3_20161010_0236,positive,12464,2949,12394,3028
779,3_20161010_0236,positive,12885,2712,12815,2791
780,3_20161010_0236,positive,12906,3119,12836,3198
781,3_20161010_0236,positive,13027,3176,12957,3255
782,3_20161010_0236,positive,13187,3134,13117,3213
783,3_20161010_0236,positive,13339,3186,13269,3265
784,3_20161010_0236,positive,13281,3260,13211,3339
785,3_20161010_0236,positive,13337,2888,13267,2967
786,3_20161010_0236,positive,12993,3309,12923,3388
787,3_20161010_0236,positive,13307,3608,13237,3687
788,3_20161010_0236,positive,13140,3370,13070,3449
789,3_20161010_0236,positive,14949,4398,14879,4477
790,3_20161010_0236,positive,15124,4247,15054,4326
791,3_20161010_0236,positive,15048,4215,14978,4294
792,3_20161010_0236,positive,15104,4305,15034,4384
793,3_20161010_0236,positive,15459,4391,15389,4470
794,3_20161010_0236,positive,15453,4491,15383,4570
795,3_20161010_0236,positive,15152,4650,15082,4729
796,3_20161010_0236,positive,15298,4733,15228,4812
797,3_20161010_0236,positive,15321,4659,15251,4738
798,3_20161010_0236,positive,14999,4973,14929,5052
799,3_20161010_0236,positive,15040,5014,14970,5093
800,3_20161010_0236,positive,14698,5133,14628,5212
801,3_20161010_0236,positive,15344,5022,15274,5101
802,3_20161010_0236,positive,15458,4868,15388,4947
803,3_20161010_0236,positive,15703,4905,15633,4984
804,3_20161010_0236,positive,15976,4890,15906,4969
805,3_20161010_0236,positive,16025,4824,15955,4903
806,3_20161010_0236,positive,16046,5023,15976,5102
807,3_20161010_0236,positive,16145,4933,16075,5012
808,3_20161010_0236,positive,16216,5041,16146,5120
809,3_20161010_0236,positive,15473,4984,15403,5063
810,3_20161010_0236,positive,15566,5130,15496,5209
811,3_20161010_0236,positive,15914,5209,15844,5288
812,3_20161010_0236,positive,16077,5225,16007,5304
813,3_20161010_0236,positive,16029,5370,15959,5449
814,3_20161010_0236,positive,15191,5420,15121,5499
815,3_20161010_0236,positive,15308,5340,15238,5419
816,3_20161010_0236,positive,15289,5710,15219,5789
817,3_20161010_0236,positive,15413,5921,15343,6000
818,3_20161010_0236,positive,15874,5907,15804,5986
819,3_20161010_0236,positive,16215,5842,16145,5921
820,3_20161010_0236,positive,15950,6054,15880,6133
821,3_20161010_0236,positive,15558,6245,15488,6324
822,3_20161010_0236,positive,15882,6268,15812,6347
823,3_20161010_0236,positive,15939,6416,15869,6495
824,3_20161010_0236,positive,16349,6265,16279,6344
825,3_20161010_0236,positive,15309,6382,15239,6461
826,3_20161010_0236,positive,15311,6442,15241,6521
827,3_20161010_0236,positive,15263,6596,15193,6675
828,3_20161010_0236,positive,15611,6778,15541,6857
829,3_20161010_0236,positive,16170,6631,16100,6710
830,3_20161010_0236,positive,16312,6558,16242,6637
831,3_20161010_0236,positive,16675,6720,16605,6799
832,3_20161010_0236,positive,16471,6512,16401,6591
833,3_20161010_0236,positive,16420,6382,16350,6461
834,3_20161010_0236,positive,16553,6349,16483,6428
840,1_20161010_0214,positive,20324,15125,20254,15198
841,1_20161010_0214,positive,20274,14981,20204,15054
842,1_20161010_0214,positive,20080,15312,20010,15385
843,1_20161010_0214,positive,20581,15513,20511,15586
844,1_20161010_0214,positive,20466,13983,20396,14058
845,1_20161010_0214,positive,20647,14441,20577,14516
846,1_20161010_0214,positive,19984,14263,19914,14338
847,1_20161010_0214,positive,20033,13910,19963,13985
848,1_20161010_0214,positive,24924,12620,24854,12695
849,1_20161010_0214,positive,24962,13172,24892,13247
850,1_20161010_0214,positive,24756,12078,24686,12153
851,1_20161010_0214,positive,24695,12373,24625,12448
852,1_20161010_0214,positive,24949,11995,24879,12070
853,1_20161010_0214,positive,25919,12209,25849,12284
854,1_20161010_0214,positive,21599,10933,21529,11008
855,1_20161010_0214,positive,21282,10901,21212,10976
856,1_20161010_0214,positive,22019,10950,21949,11025
857,1_20161010_0214,positive,21505,11096,21435,11171
858,1_20161010_0214,positive,22425,11038,22355,11113
859,1_20161010_0214,positive,21514,9957,21444,10034
860,1_20161010_0214,positive,21684,9706,21614,9783
861,1_20161010_0214,positive,20856,10170,20786,10247
862,1_20161010_0214,positive,20698,9970,20628,10047
863,1_20161010_0214,positive,20506,9784,20436,9861
864,1_20161010_0214,positive,23162,8598,23092,8675
865,1_20161010_0214,positive,23278,8663,23208,8740
866,1_20161010_0214,positive,22478,8892,22408,8969
867,1_20161010_0214,positive,23797,8871,23727,8948
868,1_20161010_0214,positive,23756,9155,23686,9232
869,1_20161010_0214,positive,21919,6982,21849,7059
870,1_20161010_0214,positive,21352,7005,21282,7082
871,1_20161010_0214,positive,21355,7092,21285,7169
872,1_20161010_0214,positive,21608,7380,21538,7457
873,1_20161010_0214,positive,21785,7334,21715,7411
874,1_20161010_0214,positive,21466,6467,21396,6544
875,1_20161010_0214,positive,21479,6532,21409,6609
876,1_20161010_0214,positive,21664,6532,21594,6609
877,1_20161010_0214,positive,21029,6771,20959,6848
878,1_20161010_0214,positive,21966,6490,21896,6567
879,1_20161010_0214,positive,22256,6508,22186,6585
880,1_20161010_0214,positive,21820,6926,21750,7003
881,1_20161010_0214,positive,22182,5597,22112,5676
882,1_20161010_0214,positive,21998,5547,21928,5626
883,1_20161010_0214,positive,21640,5489,21570,5568
884,1_20161010_0214,positive,22424,5627,22354,5706
885,1_20161010_0214,positive,19722,4694,19652,4773
886,1_20161010_0214,positive,19816,4950,19746,5029
887,1_20161010_0214,positive,20374,5062,20304,5141
888,1_20161010_0214,positive,19869,4871,19799,4950
889,1_20161010_0214,positive,20337,5196,20267,5275
890,1_20161010_0214,positive,20302,3834,20232,3913
891,1_20161010_0214,positive,20576,3440,20506,3519
892,1_20161010_0214,positive,20791,3645,20721,3724
893,1_20161010_0214,positive,20951,3396,20881,3475
894,1_20161010_0214,positive,18624,3169,18554,3248
895,1_20161010_0214,positive,16007,4726,15937,4805
896,1_20161010_0214,positive,15103,4929,15033,5008
897,1_20161010_0214,positive,14823,4646,14753,4725
898,1_20161010_0214,positive,17274,2253,17204,2332
899,1_20161010_0214,positive,17581,2613,17511,2692
900,1_20161010_0214,positive,17471,2889,17401,2968
901,1_20161010_0214,positive,16804,2784,16734,2863
902,1_20161010_0214,positive,16694,2625,16624,2704
903,1_20161010_0214,positive,21466,4796,21396,4875
904,1_20161010_0214,positive,20904,4703,20834,4782
905,1_20161010_0214,positive,20895,4842,20825,4921
906,1_20161010_0214,positive,23331,4909,23261,4988
907,1_20161010_0214,positive,23074,4669,23004,4748
908,1_20161010_0214,positive,23449,6747,23379,6824
909,1_20161010_0214,positive,23357,6779,23287,6856
910,1_20161010_0214,positive,23026,7175,22956,7252
911,1_20161010_0214,positive,23813,6840,23743,6917
912,1_20161010_0214,positive,24026,7334,23956,7411
913,1_20161010_0214,positive,24469,7269,24399,7346
914,1_20161010_0214,positive,23799,6724,23729,6801
